name,birthyear,age
clay ives,1972,51
barbara niedernhuber,1974,49
alexei yagudin,1980,43
timothy goebel,1980,43
sarah hughes,1985,38
michelle kwan,1980,43
marina anissina,1975,48
gwendal peizerat,1972,51
irina lobacheva,1973,50
ilia averbukh,1973,50
barbara fusar poli,1972,51
maurizio margaglio,1974,49
elena berezhnaya,1977,46
anton sikharulidze,1976,47
jamie sale,1977,46
david pelletier,1974,49
stephan eberharter,1969,54
andreas schifferer,1974,49
daniela ceccarelli,1975,48
karen putzer,1978,45
fritz strobl,1972,51
lasse kjus,1971,52
laure pequegnot,1975,48
jean pierre vidal,1977,46
sebastien amiez,1972,51
carole montillet carles,1973,50
isolde kostner,1975,48
renate goetschl,1975,48
sonja nef,1972,51
martina ertl renz,1973,50
samppa lajunen,1979,44
ronny ackermann,1977,46
jaakko tallus,1981,42
tristan gale,1980,43
lea ann parsley,1968,55
alex coomber,1973,50
martin rettl,1973,50
viola bauer,1976,47
jaak mae,1972,51
anita moen,1967,56
thomas alsgaard,1972,51
per elofsson,1977,46
bente skari,1972,51
stefania belmondo,1969,54
peter schlickenrieder,1970,53
cristian zorzi,1972,51
gabriella paruzzi,1969,54
mikhail ivanov 1,1977,46
odd bjoern hjelmeset,1971,52
christian hoffmann,1974,49
kristen skjeldal,1967,56
doriane vidal,1976,47
fabienne reuteler,1979,44
ross powers,1979,44
jarret thomas,1981,42
richard rikardsson,1974,49
chris klug,1972,51
isabelle blanc,1975,48
karine ruby,1978,45
lidia trettel,1973,50
jill bakken,1977,46
vonetta flowers,1973,50
ulrike holzner,1968,55
susi lisa erdmann,1968,55
nicole herschmann,1975,48
christoph langen,1962,61
markus zimmermann,1964,59
steve anderhub,1970,53
christian reich,1967,56
marc gagnon,1975,48
chunlu wang,1978,45
steven bradbury,1973,50
mathieu turcotte,1977,46
jonathan guilmette,1978,45
rusty smith,1979,44
jochem uytdehaage,1976,47
derek parra,1970,53
jens boden,1978,45
gretha smit,1976,47
gianni romme,1973,50
lasse saetre,1974,49
sabine voelker,1973,50
jennifer rodriguez,1976,47
catriona le may doan,1970,53
monique garbrecht enfeldt,1968,55
adne sondral,1971,52
casey fitzrandolph,1975,48
hiroyasu shimizu,1974,49
kip carpenter,1979,44
christine witty,1975,48
gerard van velde,1971,52
jan bos,1975,48
aidyn smagulov,1976,47
manolo poulot ramos,1974,49
giuseppe maddaloni,1976,47
anatoly laryukov,1970,53
vsevolods zelonijs,1973,50
huseyin ozkan,1972,51
larbi benboudaoud,1974,49
georgios vazagkasvili,1974,49
girolamo giovinazzo,1968,55
makoto takimoto,1974,49
aleksei budolin,1976,47
nuno delgado,1976,47
david douillet,1969,54
shinichi shinohara,1973,50
lyubov bruletova,1973,50
ann simons,1980,43
anna maria gradante,1976,47
sibelis veranes,1974,49
kate howey,1973,50
ylenia scapin,1975,48
lin tang,1976,47
celine lebrun,1976,47
emanuela pierantozzi,1968,55
simona marcela richter,1972,51
hua yuan,1974,49
seon young kim,1979,44
mayumi yamashita,1975,48
legna verdecia,1972,51
noriko narazaki,1972,51
yuxiang liu,1975,48
kosei inoue,1978,45
nicolas gill,1972,51
stephane traineau,1966,57
carlos eduardo honorato,1974,49
frederic demontfaucon,1973,50
ruslan mashurenko,1971,52
isabel fernandez gutierrez,1972,51
kie kusakabe,1978,45
maria pekli,1972,51
severine vandenhende,1974,49
shufang li,1979,44
gella vandecaveye,1973,50
thomas schmidt,1976,47
paul ratcliffe,1973,50
pierpaolo ferrazzi,1965,58
krzysztof kolomanski,1973,50
michal staniszewski,1973,50
marek jiras,1976,47
tomas mader,1974,49
juraj mincik,1977,46
stepanka hilgertova,1968,55
brigitte guibal,1971,52
anne lise bardet,1969,54
gianna hablutzel burki,1969,54
hughes obry,1973,50
sang ki lee,1966,57
rita koenig,1977,46
young ho kim,1971,52
ralf bissdorf,1971,52
dmitri shevchenko,1967,56
mathieu gourdain,1974,49
wiradech kothny,1979,44
miguel martinez,1976,47
filip meirhaeghe,1971,52
christoph sauser,1976,47
paola pezzo,1969,54
barbara blatter,1970,53
margarita fullana,1972,51
florian rousseau,1974,49
garry malcolm neiwand,1966,57
jens fiedler,1970,53
martin nothstein,1971,52
jason queally,1970,53
milton ariel wynants,1972,51
felicia ballanger,1971,52
michelle ferris,1976,47
cuihua jiang,1975,48
antonella bellutti,1968,55
scott mcgrory,1969,54
brett aitken,1971,52
etienne de wilde,1958,65
matthew gilmore,1972,51
marco villa,1978,45
silvio martinello,1963,60
oksana grishina,1968,55
iryna yanovych,1976,47
robert bartko,1975,48
jens lehmann,1967,56
marion clignet,1964,59
yvonne mcgregor,1961,62
sen yan,1975,48
linghui kong,1975,48
guoliang liu,1976,47
jean philippe gatien,1968,55
patrick antoine edouard chila,1969,54
jing chen 1,1968,55
jan ove waldner,1965,58
jin sun,1980,43
ying yang 1,1994,29
moo kyo kim,1975,48
ji hye ryu,1976,47
jeroen dubbeldam,1973,50
albert voorn,1956,67
khaled aleid,1969,54
joo hyung lee,1973,50
alexei nemov,1976,47
benjamin varonian,1980,43
szilveszter csollany,1970,53
elena zamolodchikova,1982,41
simona amanar,1979,44
jie ling,1982,41
yun yang,1984,39
igors vihrovs,1978,45
oleksandr beresh,1977,46
andreea madalina raducan,1983,40
alexei bondarenko,1978,45
xuan liu,1979,44
eric poujade,1972,51
maria olaru,1982,41
kwon ho sim,1972,51
lazaro rivas scull,null4376,NaN
yong gyun kang,1974,49
adam saitiev,1977,46
yoel romero,1977,46
mogamed ibragimov,1974,49
alexis rodriguez,1978,45
aleksandr karelin,1967,56
dmitry debelka,1976,47
hamza yerlikaya,1976,47
sandor istvan bardosi,1977,46
mukhran vakhtangadze,1973,50
juan luis maren,1971,52
akaki chachua,1969,54
brandon slay,1975,48
adem bereket,1973,50
namig abdullayev,1971,52
samuel henson,1971,52
amiran kardanov,1976,47
daniel igali,1974,49
arsen gitinov,1977,46
lincoln mcilravy,1974,49
filiberto azcuy,1972,51
katsuhiko nagata,1973,50
zetian sheng,1972,51
sahid murtazaliyev,1974,49
islam bayramukov,1971,52
serafim barzakov,1975,48
jae sung jang,1975,48
mikael ljungberg,1970,53
david saldadze,1978,45
steven lowney,1979,44
mourat kardanov,1971,52
matt james lindland,1970,53
alireza dabir,1977,46
yevgen buslovych,1972,51
terry brands,1968,55
knut holmann,1968,55
petar merkov,1976,47
michael kolganov,1974,49
ferenc novak,1969,54
imre pulai 1,1967,56
pawel baraszkiewicz,1977,46
daniel jedraszko,1976,47
florin popescu,1974,49
mitica pricop,1977,46
krisztian bartfai,1974,49
krisztian vereb,1977,46
szilvia szabo,1978,45
zoltan kammerer,1978,45
botond storcz,1975,48
andrew lawrence trim,1968,55
daniel collins,1970,53
katrin borchert,1969,54
leobaldo pereira,1972,51
lars kober,1976,47
stefan utess,1974,49
stephen giles,1972,51
candra wijaya,1975,48
tony gunawan,1975,48
zhichao gong,1977,46
camilla martin,1974,49
zhaoying ye,1974,49
fei ge,1975,48
jun gu,1975,48
nanyan huang,1977,46
yiyuan qin,1973,50
xinpeng ji,1977,46
hendrawan,1972,51
xuanze xia,1979,44
minarti timur,1968,55
trikus heryanto,1974,49
joanne goode,1972,51
simon archer,1973,50
leonidas sampanis,1971,52
gennady oleshchuk,1975,48
akakios kakiasvilis,1969,54
aleksey petrov,1974,49
meiyuan ding,1979,44
cheryl haworth,1983,40
weining lin,1979,44
erzsebet peresztegine markus,1969,54
karnam malleswari,1975,48
soraya jimenez mendivil,1977,46
khassaraporn suta,1971,52
tara nott,1972,51
sri indriyani,1978,45
xugang zhan,1974,49
viktor mitrou,1973,50
arsen melikyan,1976,47
maria isabel urrutia,1965,58
ruth ogbeifo,1972,51
yi hang kuo,1975,48
hossein tavakoli,1978,45
alan tsagaev,1977,46
asaad said saif asaad,1979,44
ronny weller,1969,54
andrey chemerkin,1972,51
xiaomin chen,1977,46
ioanna chatziioannou,1973,50
marc huster,1970,53
wenxiong wu,1981,42
galabin boevski,1974,49
sergei lavrenov,1972,51
xia yang,1977,46
feng ying li,1975,48
winarni binti slamet,1975,48
natalie cook,1975,48
kerri pottharst,1965,58
adriana samuel ramos,1966,57
dain blanton,1971,52
eric fonoimoana,1969,54
jorg ahmann,1966,57
axel hager,1969,54
mingxia fu,1978,45
ganna sorokina,1976,47
olena zhupina,1973,50
laura wilkinson,1977,46
anne katherine montminy,1975,48
ni xiong,1974,49
fernando platas,1973,50
xue sang,1984,39
rebecca gilmore,1979,44
doerte lindner,1974,49
hailiang xiao,1977,46
aleksandr dobroskok,1982,41
dean pullar,1973,50
igor loukachine,1979,44
jan hempel,1971,52
heiko meyer,1976,47
renata mauer rozanska,1969,54
tatiana goldobina,1975,48
maria feklistova,1976,47
ling yang,1972,51
oleg moldovan,1966,57
zhiyuan niu,1973,50
luna tao,1974,49
juha hirvi,1960,63
harald stenvaag,1953,70
tanyu kiriakov,1963,60
igor basinski,1963,60
martin tenk,1972,51
daina gudzineviciute,1965,58
michel ansermet,1965,58
iulian raicea,1973,50
franck dumoulin,1972,51
svetlana demina,1961,62
richard faulds,1977,46
russell mark,1964,59
michael diamond,1972,51
ian peel,1958,65
nancy johnson,1974,49
jing gao,1975,48
annemarie forder,1978,45
yalin cai,1977,46
artem khadzhibekov,1970,53
mykola milchev,1967,56
petr malek,1961,62
james graves,1963,60
jonas edman,1967,56
torben grimmel,1975,48
pia hansen,1965,58
deborah gelisio,1976,47
yulia raskina,1982,41
stephanie cook,1972,51
emily de riel,1974,49
kate allenby,1974,49
gabor balogh,1976,47
pavel dovgal,1975,48
david o connor,1962,61
marcus james todd,1956,67
irina karavaeva,1975,48
oksana tsyhuleva,1973,50
ji wallace,1977,46
mathieu turgeon,1979,44
valerie viehoff,1976,47
christine collins,1969,54
sarah garner,1971,52
doina ignat,1968,55
rachael taylor,1976,47
kate elizabeth slatter,1971,52
missy schwen,1972,51
karen kraft,1969,54
rob waddell,1975,48
xeno mueller,1972,51
marcel hacker,1977,46
michel andrieux,1967,56
jean christophe rolland,1968,55
edward murphy 1,1971,52
sebastian bea,1977,46
matthew long,1975,48
fredrik bekken,1975,48
giovanni calabrese,1966,57
nicola sartori,1976,47
elia luini,1979,44
leonardo pettinari,1973,50
thibaud chapelle,1977,46
jana thieme,1970,53
kathrin boron,1969,54
pieta van dishoeck,1972,51
eeke van nes,1969,54
birute sakickiene,1968,55
kristina poplavskaja,1972,51
olga brusnikina,1978,45
virginie dedieu,1979,44
myriam lignot,1975,48
mi jin yun,1983,40
nam soon kim 1,1980,43
soo nyung kim,1971,52
simon fairweather,1969,54
victor wunderle,1976,47
wietse van alten,1978,45
john forbes,1970,53
roland gaebler,1964,59
rene schwall,1971,52
christoph sieber,1971,52
aaron mcintosh,1972,51
jennifer margaret armstrong,1970,53
belinda stowell,1971,52
jennifer isler,1963,60
sarah glaser,1961,62
ruslana taran,1970,53
olena pakholchik,1964,59
thomas johanson,1969,54
jyrki jarvi,1966,57
ian barker,1966,57
jonathan dunn mckee,1959,64
charles mckee,1962,61
michael blackburn,1970,53
tom king,1973,50
mark turnbull,1973,50
robert merrick,1971,52
javier conte,1975,48
mark jeffrey reynolds,1955,68
magnus liljedahl,1954,69
ian walker,1970,53
mark covell,1967,56
shirley robertson,1968,55
margriet matthijsse,1977,46
serena amato,1974,49
amelie lux,1977,46
barbara kendall,1967,56
luca devoti,1963,60
brigitte mcmahon,1967,56
michellie jones,1969,54
magali messmer,1971,52
stephan vuckovic,1972,51
jan rehula,1973,50
mari holden,1971,52
jeannie longo ciprelli,1958,65
jan ullrich,1973,50
andreas kloden,1975,48
hanka kupfernagel,1974,49
diana ziliute,1976,47
trine hattestad,1966,57
haile gebrselassie,1973,50
paul tergat,1969,54
assefa mezgebu,1978,45
kamila skolimowska,1982,41
kirsten muenchow,1977,46
reuben kosgei,1979,44
wilson boit kipketer,1973,50
ali ezzine,1978,45
gezahegne abera,1978,45
erick wainaina,1973,50
tesfaye tola,1984,39
arsi harju,1974,49
john godina,1972,51
kostas kenteris,1973,50
darren campbell,1973,50
ato boldon,1973,50
gabriela szabo,1975,48
sonia o sullivan,1969,54
gete wami,1974,49
noah kiprono ngenyi,1978,45
stacy dragila,1971,52
tatiana grigorieva,1975,48
vala flosadottir,1978,45
nick hysong,1971,52
lawrence johnson,1974,49
maksim tarasov,1970,53
llewellyn herbert,1977,46
jan zelezny,1966,57
steve backley,1969,54
tanya lawrence,1975,48
merlene ottey page,1960,63
yanina pravalinskay karolchyk,1976,47
larisa peleshenko,1964,59
astrid kumbernuss,1970,53
michael johnson,1967,56
alvin harrison,1974,49
greg haughton,1973,50
jonathan david edwards,1966,57
yoel garcia luis,1977,46
denis kapustin,1970,53
fernanda ribeiro,1969,54
irina privalova,1968,55
deon marie hemmings,1968,55
nezha bidouane,1969,54
tereza marinova,1977,46
olena hovorova,1973,50
maria mutola,1972,51
stephanie graf,1973,50
cathy freeman,1973,50
lorraine fenton,1973,50
katharine merry,1974,49
yelena yelesina,1970,53
kajsa bergqvist,1976,47
mark crear,1968,55
heike drechsler,1964,59
fiona may,1969,54
szymon ziolkowski,1976,47
nicola vizzoni,1973,50
igor astapkovich,1963,60
ivan pedroso,1972,51
jai taurima,1972,51
roman schurenko,1976,47
nils schumann,1978,45
djabir said guerni,1977,46
pauline elaine davis,1966,57
susanthika jayasinghe,1975,48
beverly mcdonald,1970,53
obadele thompson,1976,47
lars riedel,1967,56
frantz kruger,1975,48
nouria merah benida,1970,53
violeta szekely,1965,58
denise lewis,1972,51
yelena prokhorova,1978,45
natalya sazanovich,1973,50
noe hernandez,1978,45
vladimir andreyev,1966,57
erki nool,1970,53
chris huffins,1970,53
sergey kliugin,1974,49
javier sotomayor,1967,56
abderrahmane hammad,1977,46
naoko takahashi,1972,51
lidia simon,1973,50
joyce chepchumba,1970,53
millon wolde,1979,44
ali saidi sief,1978,45
brahim lahlafi,1968,55
olga shishigina,1968,55
glory alozie,1977,46
aigars fadejevs,1975,48
erick joel sanchez,1997,26
ellina zvereva,1960,63
iryna yatchenko,1965,58
liping wang 1,1976,47
maria vasco,1975,48
brahim asloum,1979,44
rafael lozano munoz,1970,53
un chol kim,1979,44
maikro romero,1972,51
andriy kotelnyk,1977,46
alexander maletin,1975,48
cristian bejarano,1981,42
sergey dotsenko,1979,44
dorel simion,1977,46
vitalie grusac,1977,46
rudolf kraj,1977,46
andriy fedchuk,1980,43
sergey mihaylov,1976,47
raimkul malakhbekov,1974,49
clarence vinson,1978,45
sergiy danylchenko,1974,49
bekzat sattarkhanov,1980,43
ricardo juarez,1980,43
kamil djamaloudinov,1979,44
tahar tamsamani,1980,43
audley harrison,1971,52
mukhtarkhan dildabekov,1976,47
paolo vidoz,1970,53
rustam saidov,1978,45
jorge gutierrez,1975,48
zsolt erdei,1974,49
yermakhan ibraimov,1972,51
marian simion,1975,48
jermain taylor,1978,45
pornchai thongburan,1974,49
felix savon,1967,56
sebastian koeber,1979,44
ricardo williams jr,1981,42
diogenes luna,1977,46
mohamed allalou,1973,50
wijan ponlid,1976,47
volodymyr sydorenko,1976,47
lars frolander 1,1974,49
michael klim,1977,46
geoffrey huegill,1979,44
therese alshammar,1977,46
jenny thompson,1973,50
massimiliano rosolino,1978,45
tom dolan,1975,48
curtis allen myden,1973,50
brooke bennett,1980,43
diana mocanu,1984,39
roxana maracineanu,1975,48
miki nakao,1978,45
claudia poll ahrens,1972,51
misty hyman,1979,44
susan o neill,1973,50
agnes kovacs,1981,42
kristy kowal,1978,45
lenny krayzelburg,1975,48
matthew welsh,1976,47
yasuko tajima,1981,42
beatrice caslaru,1975,48
mai nakamura 1,1979,44
nina alexandrovna zhivanevskaya,1977,46
alexander popov 1,1971,52
megan quann,1984,39
penelope heyns,1974,49
cristina teuscher,1978,45
martina moravcova,1976,47
tom malchow,1976,47
denys sylantiev,1976,47
justin norris,1980,43
domenico fioravanti,1977,46
ed moses,1980,43
roman sloudnov,1980,43
tom wilkens,1975,48
terence parkin,1980,43
davide rummolo,1977,46
kieren john perkins,1973,50
chris thompson,1978,45
stev theloke,1978,45
sebastien lareau,1973,50
daniel nestor,1972,51
todd woodbridge,1971,52
mark woodforde,1965,58
alex corretja,1974,49
alberto costa,1975,48
kristie boogert,1973,50
miriam oremans,1972,51
els callens,1970,53
dominique van roost,1973,50
eugueni kafelnikov,1974,49
tommy haas,1978,45
arnaud di pasquale,1979,44
monica seles,1973,50
joon sik sin,1980,43
natalia ivanova,1971,52
dominique bosshart,1977,46
kyong hun kim,1975,48
daniel trenton,1977,46
michail mouroutsos,1980,43
gabriel esparza,1973,50
angel valodia matos,1976,47
faissal ebnoutalib,1970,53
victor manuel estrada garibay,1971,52
jae eun jung,1980,43
hieu ngan tran,1974,49
hamide bikcin,1978,45
sun hee lee 1,1978,45
trude gundersen,1977,46
yoriko okamoto,1971,52
lauren burns,1974,49
urbia melendez rodriguez,1972,51
shu ju chi,1982,41
jani soininen,1972,51
kazuyoshi funaki,1975,48
andreas widhoelzl,1976,47
masahiko harada,1968,55
olga danilova,1970,53
larissa lazutina,1965,58
bjorn daehlie,1967,56
niklas jonsson,1969,54
vladimir smirnov,1964,59
markus gandler,1965,58
mika myllylae,1969,54
erling jevne,1966,57
silvio fauner,1968,55
jens mueller,1965,58
stefan krausse,1967,56
jan behrendt,1967,56
gordon sheer,1971,52
angelika neuner,1969,54
ilia kulik,1977,46
elvis stojko,1972,51
philippe candeloro,1972,51
oksana kazakova,1975,48
artur dmitriyev,1968,55
mandy wotzel,1973,50
ingo steuer,1966,57
pasha grischuk,1971,52
evgeny platov,1967,56
anjelika krylova,1973,50
oleg ovsyannikov,1970,53
tara lipinski,1982,41
lu chen,1976,47
gunda niemann stirnemann,1966,57
lyudmila prokasheva,1969,54
ids postma,1973,50
jeremy wotherspoon,1976,47
kevin overland,1974,49
rintje ritsma,1970,53
susan auch,1966,57
tomomi okazaki,1971,52
bart veldkamp,1967,56
bjarte engen vik,1971,52
michael von gruenigen,1969,54
hans petter buraas,1975,48
ole christian furuseth,1967,56
thomas sykora,1968,55
deborah compagnoni,1970,53
katja seizinger,1972,51
didier cuche,1974,49
hans knauss,1971,52
jean luc cretier,1966,57
hannes trinkl,1968,55
mario reiter,1970,53
christian mayer,1972,51
hilde gerg,1975,48
picabo street,1971,52
zali steggall,1974,49
pernilla wiberg,1970,53
florence masnada,1968,55
eric bergoust,1969,54
sebastien foucras 1,1971,52
tatjana mittermayer 1,1964,59
nikki stone,null4897,NaN
nannan xu 1,1978,45
colette brand 1,1967,56
jonny moseley,1975,48
sami mustonen,1977,46
gunther huber,1965,58
antonio tartaglia,1968,55
ross rebagliati,1971,52
thomas prugger,1971,52
ueli kestenholz,1975,48
gian simmen,1977,46
daniel franck,1974,49
heidi maria renoth,1978,45
brigitte koeck,1970,53
nicola thost,1977,46
